,Hotel_Name,Hotel_Address,lat,lng,Reviewer_Average_Score,Total_No_Of_Reviewers,Non_Reviewer_Average_Score
342869,Austria Trend Parkhotel Sch nbrunn Wien,Hietzinger Hauptstra e 10 14 13 Hietzing 1130 Vienna Austria,48.1866506,16.3023375,8.58741258741,429,8.62186234818
343298,Club Hotel Cortina,Hietzinger Hauptstra e 134 13 Hietzing 1130 Vienna Austria,48.1877942,16.2727214,8.1203125,64,8.28095238095
343362,Arion Cityhotel Vienna und Appartements,Hintschiggasse 1 10 Favoriten 1100 Vienna Austria,48.1585332,16.3451115,8.07887931034,464,8.1309148265
344065,Gartenhotel Altmannsdorf Hotel 1,Hoffingergasse 26 28 12 Meidling 1120 Vienna Austria,48.1640345,16.3216061,8.28,20,7.49090909091
345930,Hotel Mercure Wien City,Hollandstra e 3 02 Leopoldstadt 1020 Vienna Austria,48.2152663,16.376103,8.17829457364,129,8.23255813953
350430,Am Spiegeln,Johann H rbiger Gasse 30 23 Liesing 1230 Vienna Austria,48.1537005,16.2825822,8.22857142857,21,8.45
350451,Hotel Gallitzinberg,Johann Staud Stra e 32 16 Ottakring 1160 Vienna Austria,48.2145071,16.2845042,7.875,8,9.42857142857
350459,InterContinental Wien,Johannesgasse 28 03 Landstra e 1030 Vienna Austria,48.2019865,16.3789934,8.06549295775,142,8.14152542373
351033,Mercure Josefshof Wien,Josefsgasse 4 6 08 Josefstadt 1080 Vienna Austria,48.2085627,16.3541687,8.29831730769,416,8.30308370044
351449,Fleming s Selection Hotel Wien City,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,,,8.14772036474,658,8.6009009009
352107,Cordial Theaterhotel Wien,Josefst dter Stra e 22 08 Josefstadt 1080 Vienna Austria,,,8.71929824561,57,7.93333333333
352575,Hollmann Beletage Design Boutique,K llnerhofgasse 6 01 Innere Stadt 1010 Vienna Austria,48.2105156,16.3760717,9.55392156863,102,8.6976744186
352677,Hotel Bristol A Luxury Collection Hotel,K rntner Ring 1 01 Innere Stadt 1015 Vienna Austria,48.2024907,16.3702656,9.035,60,9.20263157895
352737,Hotel Imperial A Luxury Collection Hotel,K rntner Ring 16 01 Innere Stadt 1015 Vienna Austria,48.2012505,16.3731255,9.3987012987,77,8.894
352814,The Ring Vienna s Casual Luxury Hotel,K rntner Ring 8 01 Innere Stadt 1010 Vienna Austria,48.2017091,16.3710205,9.11619047619,210,8.77196261682
353024,Grand Hotel Wien,K rntner Ring 9 01 Innere Stadt 1010 Vienna Austria,48.2021105,16.3720841,8.87709923664,262,9.19515151515
353286,Hotel Ambassador,K rntner Stra e 22 01 Innere Stadt 1010 Vienna Austria,48.2057193,16.3710878,8.14279661017,236,8.54733333333
353522,Austria Trend Hotel Astoria Wien,K rntner Stra e 32 34 01 Innere Stadt 1010 Vienna Austria,48.2044655,16.3702399,8.46382978723,423,8.56710526316
353945,Austria Trend Hotel Europa Wien,K rntnerstra e 18 Eingang Neuer Markt 3 01 Innere Stadt 1010 Vienna Austria,48.2062103,16.3710387,8.65860113422,529,8.50461538462
354474,Hotel Schani Wien,Karl Popper Stra e 22 10 Favoriten 1100 Vienna Austria,48.1824271,16.3808291,8.84034229829,409,8.70517241379
358326,K K Hotel Maria Theresia,Kirchberggasse 6 07 Neubau 1070 Vienna Austria,48.2031622,16.3561999,8.78102836879,564,8.53964912281
358890,Small Luxury Hotel Altstadt Vienna,Kirchengasse 41 07 Neubau 1070 Vienna Austria,48.2047761,16.3512515,9.41560693642,173,9.01014492754
359063,Der Wilhelmshof,Kleine Stadtgutgasse 4 02 Leopoldstadt 1020 Vienna Austria,48.2185837,16.3881339,8.78228346457,254,8.8368852459
365418,Hotel Daniel Vienna,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,,,8.50612244898,245,8.48514851485
365663,Eurostars Embassy,Landstra er Hauptstra e 120 03 Landstra e 1030 Vienna Austria,48.1964001,16.3958668,8.38441558442,154,8.42424242424
365817,BEST WESTERN PLUS Amedia Wien,Landstra er Hauptstra e 155 03 Landstra e 1030 Vienna Austria,48.1923791,16.3994512,8.35011933174,419,8.47683823529
366236,Mercure Grand Hotel Biedermeier Wien,Landstra er Hauptstra e 28 03 Landstra e 1030 Vienna Austria,48.2038688,16.3887039,8.3213836478,159,8.52019230769
366395,Hotel Rathaus Wein Design,Lange Gasse 13 08 Josefstadt 1080 Vienna Austria,48.2075294,16.3525967,9.38313609467,338,9.12865853659
370315,25hours Hotel beim MuseumsQuartier,Lerchenfelder Stra e 1 3 07 Neubau 1070 Vienna Austria,48.2064745,16.3546297,8.98330914369,689,8.47698209719
371004,Hotel Topazz,Lichtensteg 3 01 Innere Stadt 1010 Vienna Austria,48.210285,16.373579,8.85375,160,8.45643564356
371622,Hotel Kavalier,Linzer Stra e 165 14 Penzing 1140 Vienna Austria,48.1940487,16.2971831,7.84104234528,307,8.26378378378
376554,Falkensteiner Hotel Wien Margareten,Margareteng rtel 142 05 Margareten 1050 Vienna Austria,48.1868107,16.3440157,8.64191616766,167,9.4130952381
376721,Holiday Inn Vienna City,Margaretenstra e 53 05 Margareten 1050 Vienna Austria,48.1935593,16.3616098,8.68181818182,66,8.72307692308
376787,pentahotel Vienna,Margaretenstra e 92 05 Margareten 1050 Vienna Austria,48.1899743,16.3567007,8.36356589147,129,8.77936507937
376916,IntercityHotel Wien,Mariahilfer Stra e 122 Ecke Kaiserstra e 1 3 07 Neubau 1070 Vienna Austria,48.1965878,16.3413729,8.45975609756,410,8.58684210526
377326,Boutiquehotel Das Tyrol,Mariahilfer Stra e 15 06 Mariahilf 1060 Vienna Austria,48.2008957,16.3592496,9.49784172662,139,9.14339622642
377465,NH Wien City,Mariahilfer Stra e 32 34 07 Neubau 1070 Vienna Austria,48.2002872,16.3547746,8.43246753247,231,8.34525547445
377696,Hotel Corvinus,Mariahilfer Stra e 57 59 06 Mariahilf 1060 Vienna Austria,48.1990335,16.3525051,8.68796296296,108,8.1828125
377804,NH Collection Wien Zentrum,Mariahilfer Stra e 78 07 Neubau 1070 Vienna Austria,48.1979979,16.3483314,8.85,314,8.99573170732
378521,Leonardo Hotel Vienna,Matrosengasse 6 8 06 Mariahilf 1060 Vienna Austria,48.1945297,16.340327,8.03818681319,728,8.21627906977
379249,JUFA Hotel Wien,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,48.1756283,16.4200957,8.34269141531,431,8.74654545455
382448,Pakat Suites Hotel,Mommsengasse 5 04 Wieden 1040 Vienna Austria,48.19183,16.3770876,8.34772727273,88,8.92647058824
384545,Fleming s Conference Hotel Wien,Neubaug rtel 26 28 07 Neubau 1070 Vienna Austria,48.1995177,16.3388225,8.31659919028,247,8.91944444444
384792,ARCOTEL Wimberger,Neubaug rtel 34 36 07 Neubau 1070 Vienna Austria,48.2006001,16.3386333,7.94765100671,149,8.55471698113
384941,Hotel Schild,Neustift am Walde 97 99 19 D bling 1190 Vienna Austria,48.251195,16.2989165,7.78163265306,98,8.11886792453
392394,Das Opernring Hotel,Opernring 11 01 Innere Stadt 1010 Vienna Austria,48.2026449,16.3671054,9.05071770335,209,8.6
392603,Exe Vienna,Ottakringer Stra e 34 36 17 Hernals 1170 Vienna Austria,48.2149414,16.3365285,7.69344729345,351,7.71144278607
395573,Hotel Beethoven Wien,Papagenogasse 6 06 Mariahilf 1060 Vienna Austria,48.2000165,16.3641802,9.25925925926,162,7.96129032258
395735,Roomz Vienna,Paragonstra e 1 11 Simmering 1110 Vienna Austria,,,8.51836734694,49,7.53055555556
396186,Hotel Am Parkring,Parkring 12 01 Innere Stadt 1010 Vienna Austria,48.2056333,16.3778615,9.07958236659,431,8.86334661355
396617,Vienna Marriott Hotel,Parkring 12a 01 Innere Stadt 1010 Vienna Austria,48.2050967,16.3770928,8.10966183575,207,8.34384615385
401849,Hotel Palais Strudlhof,Pasteurgasse 1 09 Alsergrund 1090 Vienna Austria,48.2217697,16.3578738,8.64179104478,134,8.79285714286
403358,Arthotel ANA Westbahn,Pelzgasse 1 15 Rudolfsheim F nfhaus 1150 Vienna Austria,48.1979514,16.336318,8.44179104478,67,8.04324324324
403686,Hotel Wandl,Petersplatz 9 01 Innere Stadt 1010 Vienna Austria,48.2097026,16.3703902,8.40993589744,312,8.66242774566
403998,Hotel Sacher Wien,Philharmoniker Stra e 4 01 Innere Stadt 1010 Vienna Austria,48.2038793,16.3698086,9.58923076923,130,9.30666666667
418203,Sofitel Vienna Stephansdom,Praterstra e 1 02 Leopoldstadt 1020 Vienna Austria,48.212857,16.37986,8.99034090909,176,9.01240875912
426102,Austria Trend Hotel Rathauspark Wien,Rathausstra e 17 01 Innere Stadt 1010 Vienna Austria,48.2133054,16.3567884,8.48939393939,330,8.51794871795
426432,Hotel Landhaus Fuhrgassl Huber,Rathstra e 24 Neustift am Walde 19 D bling 1190 Vienna Austria,48.2508693,16.304957,9.13802816901,71,8.73513513514
426503,Hotel Parco di Sch nbrunn Vienna,Ratschkygasse 32 12 Meidling 1120 Vienna Austria,48.1776236,16.3243588,7.35254237288,59,9.14230769231
427904,Lindner Hotel Am Belvedere,Rennweg 12 03 Landstra e 1030 Vienna Austria,48.1955998,16.3826989,7.95714285714,84,9.02
427988,NH Wien Belvedere,Rennweg 12a 03 Landstra e 1030 Vienna Austria,48.1954348,16.383429,8.52763819095,199,8.1580952381
428187,Austria Trend Hotel Savoyen Vienna,Rennweg 16 03 Landstra e 1030 Vienna Austria,48.1950444,16.3844751,8.9286115007,713,8.84486486486
428900,Austria Trend Hotel Doppio Wien,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,48.1854312,16.404884,8.60147492625,339,8.861352657
430001,Appartement Hotel an der Riemergasse,Riemergasse 8 01 Innere Stadt 1010 Vienna Austria,48.2071576,16.3765913,9.28222222222,225,9.00319148936
430226,Saint SHERMIN bed breakfast champagne,Rilke Platz 7 04 Wieden 1040 Vienna Austria,48.1978409,16.367087,9.04512195122,164,8.88787878788
430475,Le Meridien Vienna,Robert Stolz Platz 1 01 Innere Stadt 1010 Vienna Austria,48.2027296,16.3661211,8.16948818898,508,8.52173913043
435573,Hotel Imlauer Wien,Rotensterngasse 10 02 Leopoldstadt 1020 Vienna Austria,48.2176776,16.3821364,8.48782051282,156,8.51472868217
435729,Hotel Nestroy Wien,Rotensterngasse 7a 02 Leopoldstadt 1020 Vienna Austria,48.2178332,16.3821636,8.09789473684,95,8.10266666667
435824,Hotel Lam e,Rotenturmstra e 15 01 Innere Stadt 1010 Vienna Austria,48.2102677,16.3741269,8.72923976608,171,8.6358974359
437574,K K Palais Hotel,Rudolfsplatz 11 01 Innere Stadt 1010 Vienna Austria,48.2138096,16.3714293,8.73552631579,228,8.3425
440791,Austria Trend Hotel Schloss Wilhelminenberg Wien,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,,,8.17164948454,194,8.58953488372
444563,Courtyard by Marriott Vienna Schoenbrunn,Sch nbrunner Schlossstra e 38 40 12 Meidling 1120 Vienna Austria,48.184732,16.3211959,8.21489361702,94,8.49047619048
444657,Arthotel ANA Prime,Sch nbrunner Stra e 41 05 Margareten 1050 Vienna Austria,48.1925582,16.3576071,8.53778501629,307,8.10625
445559,Austria Trend Hotel Park Royal Palace Vienna,Schlossallee 8 14 Penzing 1140 Vienna Austria,48.191339,16.3165873,8.64909090909,440,9.06454183267
445999,Falkensteiner Hotel Wien Zentrum Schottenfeld,Schottenfeldgasse 74 07 Neubau 1070 Vienna Austria,48.2048494,16.343618,8.38947368421,95,8.1768115942
446094,Hilton Vienna Plaza,Schottenring 11 01 Innere Stadt 1010 Vienna Austria,48.2155236,16.3646858,8.39620689655,290,8.90153061224
446384,Palais Hansen Kempinski Vienna,Schottenring 24 01 Innere Stadt 1010 Vienna Austria,48.2163149,16.3685103,9.24285714286,196,9.12432432432
446580,Hotel de France Wien,Schottenring 3 01 Innere Stadt 1010 Vienna Austria,48.2146623,16.3627994,8.56537656904,956,8.34975961538
447536,Grand Ferdinand Vienna Your Hotel In The City Center,Schubertring 10 12 01 Innere Stadt 1010 Vienna Austria,48.2022415,16.3749336,8.5677148847,477,8.65460992908
448013,Hotel Am Schubertring,Schubertring 11 01 Innere Stadt 1010 Vienna Austria,48.2017277,16.375463,8.24350877193,285,8.10236220472
448298,The Ritz Carlton Vienna,Schubertring 5 7 01 Innere Stadt 1010 Vienna Austria,48.2022742,16.3762615,8.90083333333,120,8.8987012987
448418,Hotel K nig von Ungarn,Schulerstra e 10 01 Innere Stadt 1010 Vienna Austria,48.2082215,16.3751842,9.44514925373,268,9.01811594203
448686,Hotel Domizil,Schulerstra e 14 01 Innere Stadt 1010 Vienna Austria,48.2080479,16.375612,9.06311111111,225,8.57522123894
448911,Hotel Capricorno,Schwedenplatz 3 4 01 Innere Stadt 1010 Vienna Austria,48.2111522,16.3788631,9.26966731898,511,8.61016949153
449450,Derag Livinghotel Kaiser Franz Joseph Vienna,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,,,7.97142857143,147,8.03652173913
450118,Simm s Hotel,Simmeringer Hauptstra e 55 57 11 Simmering 1110 Vienna Austria,48.1790835,16.4116997,8.68043478261,92,8.13111111111
452047,Hotel Royal,Singerstra e 3 01 Innere Stadt 1010 Vienna Austria,48.2078727,16.3724042,8.65973154362,149,8.47972972973
453252,Austria Trend Hotel Ananas Wien,Sonnenhofgasse 8 10 05 Margareten 1050 Vienna Austria,48.1915401,16.3546263,8.08626373626,546,8.41866197183
453798,Hotel Zeitgeist Vienna Hauptbahnhof,Sonnwendgasse 15 10 Favoriten 1100 Vienna Austria,48.1829645,16.3776709,8.559,100,8.93898305085
453898,AZIMUT Hotel Vienna,Sonnwendgasse 8 10 Favoriten 1100 Vienna Austria,48.1834787,16.3762765,8.26987951807,166,8.0862745098
462577,DO CO Hotel Vienna,Stephansplatz 12 01 Innere Stadt 1010 Vienna Austria,48.2082385,16.3715725,8.96558441558,154,9.06543209877
462731,Hotel Am Stephansplatz,Stephansplatz 9 01 Innere Stadt 1010 Vienna Austria,48.2087646,16.3721138,9.51851851852,135,8.82419354839
464206,Best Western Hotel Pension Arenberg Wien Zentrum,Stubenring 2 01 Innere Stadt 1010 Vienna Austria,48.2107358,16.382147,7.32060301508,199,8.55795454545
464405,Hotel Stefanie,Taborstra e 12 02 Leopoldstadt 1020 Vienna Austria,48.2142766,16.3801779,9.18190045249,884,8.92079207921
465289,Hotel City Central,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,,,8.67868561279,563,8.39004739336
466637,Hotel Das Tigra,Tiefer Graben 14 20 01 Innere Stadt 1010 Vienna Austria,48.2121772,16.3680771,8.96955307263,358,8.73725490196
467827,Courtyard by Marriott Vienna Prater Messe,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,48.2130607,16.4133973,8.5445026178,191,8.865
468194,Imperial Riding School Renaissance Vienna Hotel,Ungargasse 60 03 Landstra e 1030 Vienna Austria,48.1966396,16.3863822,8.1063670412,267,8.08534482759
468461,Aparthotel Adagio Vienna City,Uraniastra e 2 01 Innere Stadt 1010 Vienna Austria,48.2110845,16.3838405,8.15929487179,312,7.99053254438
499406,Hotel Arkadenhof,Viriotgasse 5 09 Alsergrund 1090 Vienna Austria,48.2307014,16.3552189,8.77142857143,28,8.07777777778
499956,Hotel Pension Baron am Schottentor,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,,,8.03004484305,223,7.94508196721
500179,Hotel Atlanta,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,,,7.69562982005,389,7.98971962617
500568,Park Inn by Radisson Uno City Vienna,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,48.2340799,16.4210093,8.46011080332,361,8.85505050505
500929,NH Danube City,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,48.2353789,16.4219737,8.25401785714,224,8.62708333333
501153,Strandhotel Alte Donau,Wagramer Stra e 51 22 Donaustadt 1220 Vienna Austria,48.2390022,16.4292329,9.12682926829,41,9.02142857143
501194,ARCOTEL Kaiserwasser Superior,Wagramer Stra e 8 22 Donaustadt 1220 Vienna Austria,48.231915,16.417026,8.46503496503,143,8.76495726496
501337,Mercure Hotel Raphael Wien,Wallgasse 23 06 Mariahilf 1060 Vienna Austria,48.1919288,16.3391395,8.23112582781,151,9.0075
501488,Arthotel ANA Boutique Six,Webgasse 23 06 Mariahilf 1060 Vienna Austria,48.1941905,16.3462578,8.04871794872,390,8.45877192982
501878,Austria Trend Hotel Anatol Wien,Webgasse 26 06 Mariahilf 1060 Vienna Austria,48.1945774,16.346356,8.88066666667,150,8.6625
502028,Hotel Kaiserin Elisabeth,Weihburggasse 3 01 Innere Stadt 1010 Vienna Austria,48.2072348,16.372238,9.21726804124,388,9.1612716763
510808,Hotel Prinz Eugen,Wiedner G rtel 14 04 Wieden 1040 Vienna Austria,48.1877258,16.3781454,8.42563600783,511,8.01592920354
511319,Hotel Erzherzog Rainer,Wiedner Hauptstr 27 29 04 Wieden 1040 Vienna Austria,48.1953229,16.3672882,8.8306156406,601,8.73405017921
511920,Das Triest Hotel,Wiedner Hauptstra e 12 04 Wieden 1040 Vienna Austria,48.1974036,16.3673003,8.04523809524,42,8.18214285714
511962,Suite Hotel 900 m zur Oper,Wiedner Hauptstra e 44 04 Wieden 1040 Vienna Austria,48.1935235,16.3669145,8.02118451025,439,7.96423076923
512401,Hotel Amadeus,Wildpretmarkt 5 01 Innere Stadt 1010 Vienna Austria,48.2104468,16.3715781,8.92986111111,144,8.84756097561
515413,Atlantis Hotel Vienna,Wurzbachgasse 21 15 Rudolfsheim F nfhaus 1150 Vienna Austria,48.2037451,16.3356767,7.76,325,8.75773809524
