,Hotel_Name,Hotel_Address,lat,lng,Reviewer_Average_Score,Total_No_Of_Reviewers,Non_Reviewer_Average_Score
0,Hotel Arena, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,52.3605759,4.9159683,7.8362962963,405,7.41546391753
133257,Morgan Mees,2e Hugo de Grootstraat 2 6 Westerpark 1052 LC Amsterdam Netherlands,52.3743712,4.8746196,8.85906040268,149,8.65806451613
265979,Sir Albert Hotel,Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,52.3544507,4.8875036,8.87940298507,335,8.65303867403
267114,Corendon Vitality Hotel Amsterdam,Aletta Jacobslaan 7 Slotervaart 1066 BP Amsterdam Netherlands,52.3466449,4.8310984,8.55217853348,941,8.14198198198
269291,Hampshire Hotel Rembrandt Square Amsterdam,Amstelstraat 17 Amsterdam City Center 1017 DA Amsterdam Netherlands,52.3663466,4.8985764,7.67553475936,748,7.97903846154
270116,Pillows Anna van den Vondel Amsterdam,Anna van den Vondelstraat 6 Oud West 1054 GZ Amsterdam Netherlands,52.3607413,4.8695315,9.36607142857,56,9.495
270811,Best Western Delphi Hotel,Apollolaan 101 105 Oud Zuid 1077 AN Amsterdam Netherlands,52.3504558,4.8770194,7.59875,80,7.36140350877
270891,Apollofirst Boutique Hotel,Apollolaan 123 125 Oud Zuid 1077 AP Amsterdam Netherlands,52.350396,4.8756404,8.71505376344,372,8.05801104972
271263,Hilton Amsterdam,Apollolaan 138 Oud Zuid 1077 BG Amsterdam Netherlands,52.351381,4.872723,8.23584229391,279,8.40654761905
271542,Apollo Hotel Amsterdam,Apollolaan 2 Oud Zuid 1077 BA Amsterdam Netherlands,52.3486098,4.8844292,8.2902864259,803,8.02696897375
272833,Element Amsterdam,Arend Janszoon Ernststraat 577 Zuideramstel 1082 LD Amsterdam Netherlands,52.3312406,4.8774466,8.87147651007,298,8.95279503106
273892,Urban Lodge Hotel,Arlandaweg 10 Westpoort 1043 EW Amsterdam Netherlands,52.3856494,4.834443,8.94229691877,1071,8.00098039216
284512,Hotel De Hallen,Bellamyplein 47 Oud West 1053 AT Amsterdam Netherlands,52.3677568,4.8682174,8.85408450704,355,8.71069767442
299207,Chasse Hotel,Chassestraat 62 64 De Baarsjes 1057 JJ Amsterdam Netherlands,52.3696719,4.8614475,9.01438848921,139,8.62105263158
305675,NH Collection Amsterdam Grand Hotel Krasnapolsky,Dam 9 Amsterdam City Center 1012 JS Amsterdam Netherlands,52.3727067,4.8943658,8.2765084473,1243,8.60065359477
306918,Park Plaza Victoria Amsterdam,Damrak 1 5 Amsterdam City Center 1012 LG Amsterdam Netherlands,52.377278,4.897818,8.13003134796,1595,7.78684480987
308513,Hotel Amsterdam De Roode Leeuw,Damrak 93 94 Amsterdam City Center 1012 LP Amsterdam Netherlands,52.373704,4.893591,7.81647058824,170,8.06705882353
308683,Swiss tel Amsterdam,Damrak 96 Amsterdam City Center 1012 LP Amsterdam Netherlands,52.3735266,4.8933041,8.61626506024,830,8.28603104213
309557,Holiday Inn Amsterdam,De Boelelaan 2 Zuideramstel 1083 HJ Amsterdam Netherlands,52.3351951,4.8885354,8.02237762238,286,7.22959183673
309843,Jaz Amsterdam,De Passage 90 Noord Holland Zuidoost 1101 AX Amsterdam Netherlands,52.314371,4.9388064,9.00250648228,1157,8.66926070039
311000,Best Western Premier Hotel Couture,Delflandlaan 15 Slotervaart 1062 EA Amsterdam Netherlands,52.3511137,4.8411629,8.75339966833,1809,8.5979936642
313078,Bilderberg Garden Hotel,Dijsselhofplantsoen 7 Oud Zuid 1077 BJ Amsterdam Netherlands,52.3511447,4.8740764,7.98659611993,567,8.30809061489
314605,NH Amsterdam Noord,Distelkade 21 Amsterdam Noord 1031 XP Amsterdam Netherlands,52.3923684,4.9110442,8.3951048951,143,7.86385542169
315636,Grand Hotel Downtown,Eerste Constantijn Huygensstraat 10A Oud West 1054 BR Amsterdam Netherlands,52.36513,4.8729422,7.58602409639,415,7.33623853211
316051,Amadi Park Hotel,Eerste Constantijn huygensstraat 26G Oud West 1054 BR Amsterdam Netherlands,52.364962,4.873495,8.20404040404,396,7.94852941176
319669,Novotel Amsterdam City,Europaboulevard 10 Zuideramstel 1083 AD Amsterdam Netherlands,52.333803,4.8884708,7.67166979362,533,8.00058651026
323302,Savoy Hotel Amsterdam,Ferdinand Bolstraat 194 Oud Zuid 1072 LW Amsterdam Netherlands,52.3497431,4.8911908,6.00946502058,243,7.23245614035
323545,Hotel Okura Amsterdam,Ferdinand Bolstraat 333 Oud Zuid 1072 LH Amsterdam Netherlands,52.3487635,4.8938829,8.79891067538,459,9.02114882507
324016,Hotel V Fizeaustraat,Fizeaustraat 2 Oost 1097 SC Amsterdam Netherlands,52.3451511,4.9252372,9.34463840399,401,8.57819148936
326208,Crowne Plaza Amsterdam South,George Gershwinlaan 101 Zuideramstel 1082 MT Amsterdam Netherlands,52.3357326,4.8743947,9.07014925373,268,8.90738916256
338980,WestCord Fashion Hotel Amsterdam,Hendrikje Stoffelstraat 1 Slotervaart 1058 GC Amsterdam Netherlands,52.357655,4.844576,8.8965542522,1364,8.34583883752
340344,The Hoxton Amsterdam,Herengracht 255 Amsterdam City Center 1016 BJ Amsterdam Netherlands,52.3718665,4.8873794,9.43349633252,409,9.06666666667
340753,Ambassade Hotel,Herengracht 341 Amsterdam City Center 1016 AZ Amsterdam Netherlands,52.369391,4.8871721,9.36497277677,551,9.16490566038
341304,Banks Mansion All Inclusive Hotel,Herengracht 519 525 Amsterdam City Center 1017 BV Amsterdam Netherlands,52.3653868,4.8931979,9.36458923513,353,8.78794326241
341657,Waldorf Astoria Amsterdam,Herengracht 542 556 Amsterdam City Center 1017 CG Amsterdam Netherlands,52.364768,4.896945,9.53521126761,142,9.43333333333
343826,NH Amsterdam Museum Quarter,Hobbemakade 50 Oud Zuid 1071 XL Amsterdam Netherlands,52.3560923,4.8858229,8.0359832636,239,7.9390070922
346059,Courtyard by Marriott Amsterdam Arena Atlas,Hoogoorddreef 1 Zuidoost 1101 BA Amsterdam Netherlands,52.3101182,4.9472918,8.51786743516,347,8.22742616034
346406,Holiday Inn Amsterdam Arena Towers,Hoogoorddreef 66 Zuidoost 1101 BE Amsterdam Netherlands,52.3096835,4.9422614,8.61241134752,282,8.0943877551
346719,Amadi Panorama Hotel,Ijburglaan 539 Zeeburg 1087 BE Amsterdam Netherlands,52.3588806,4.9886041,8.40207900208,481,8.39604743083
347200,Room Mate Aitana,IJdock 6 Amsterdam City Center 1013 MM Amsterdam Netherlands,52.3846059,4.8941866,8.90316593886,916,8.62818181818
348691,Hotel JL No76,Jan Luijkenstraat 76 Oud Zuid 1071 CT Amsterdam Netherlands,52.3595919,4.8801587,9.02051282051,312,8.32876712329
349003,Bilderberg Hotel Jan Luyken,Jan Luykenstraat 58 Oud Zuid 1071 CS Amsterdam Netherlands,52.3599196,4.8810128,8.63661202186,366,7.57529411765
